antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
milk,bread,0.26,0.36,0.2,0.7692307692307693,2.137,1.0,0.10640000000000001,2.773333333333334,0.718918918918919,0.4761904761904762,0.639423076923077,0.6623931623931625
bread,milk,0.36,0.26,0.2,0.5555555555555556,2.137,1.0,0.10640000000000001,1.665,0.83125,0.4761904761904762,0.39939939939939945,0.6623931623931625
